:START_ID,:END_ID,:TYPE
000570,100000003,belong_to
000595,100000003,belong_to
000617,100000003,belong_to
000678,100000003,belong_to
000680,100000003,belong_to
000777,100000003,belong_to
000811,100000003,belong_to
000816,100000003,belong_to
000821,100000003,belong_to
000837,100000003,belong_to
000852,100000003,belong_to
000856,100000003,belong_to
000880,100000003,belong_to
000903,100000003,belong_to
000923,100000003,belong_to
000925,100000003,belong_to
002006,100000003,belong_to
002009,100000003,belong_to
002011,100000003,belong_to
002026,100000003,belong_to
002046,100000003,belong_to
002050,100000003,belong_to
002097,100000003,belong_to
002101,100000003,belong_to
002122,100000003,belong_to
002131,100000003,belong_to
002147,100000003,belong_to
002150,100000003,belong_to
002158,100000003,belong_to
002204,100000003,belong_to
002209,100000003,belong_to
002248,100000003,belong_to
002255,100000003,belong_to
002270,100000003,belong_to
002272,100000003,belong_to
002278,100000003,belong_to
002282,100000003,belong_to
002328,100000003,belong_to
002337,100000003,belong_to
002342,100000003,belong_to
002347,100000003,belong_to
002353,100000003,belong_to
002366,100000003,belong_to
002413,100000003,belong_to
002418,100000003,belong_to
002430,100000003,belong_to
002435,100000003,belong_to
002438,100000003,belong_to
002444,100000003,belong_to
002445,100000003,belong_to
002459,100000003,belong_to
002472,100000003,belong_to
002480,100000003,belong_to
002483,100000003,belong_to
002490,100000003,belong_to
002499,100000003,belong_to
002509,100000003,belong_to
002514,100000003,belong_to
002520,100000003,belong_to
002523,100000003,belong_to
002526,100000003,belong_to
002529,100000003,belong_to
002530,100000003,belong_to
002532,100000003,belong_to
002534,100000003,belong_to
002535,100000003,belong_to
002537,100000003,belong_to
002552,100000003,belong_to
002553,100000003,belong_to
002559,100000003,belong_to
002564,100000003,belong_to
002591,100000003,belong_to
002595,100000003,belong_to
002598,100000003,belong_to
002611,100000003,belong_to
002613,100000003,belong_to
002621,100000003,belong_to
002630,100000003,belong_to
002633,100000003,belong_to
002639,100000003,belong_to
002645,100000003,belong_to
002651,100000003,belong_to
002667,100000003,belong_to
002685,100000003,belong_to
002686,100000003,belong_to
002690,100000003,belong_to
002691,100000003,belong_to
002698,100000003,belong_to
002747,100000003,belong_to
300023,100000003,belong_to
300024,100000003,belong_to
300035,100000003,belong_to
300056,100000003,belong_to
300090,100000003,belong_to
300091,100000003,belong_to
300092,100000003,belong_to
300095,100000003,belong_to
300103,100000003,belong_to
300116,100000003,belong_to
300126,100000003,belong_to
300145,100000003,belong_to
300151,100000003,belong_to
300152,100000003,belong_to
300159,100000003,belong_to
300161,100000003,belong_to
300173,100000003,belong_to
300185,100000003,belong_to
300193,100000003,belong_to
300195,100000003,belong_to
300201,100000003,belong_to
300202,100000003,belong_to
300210,100000003,belong_to
300228,100000003,belong_to
300249,100000003,belong_to
300257,100000003,belong_to
300260,100000003,belong_to
300263,100000003,belong_to
300266,100000003,belong_to
300272,100000003,belong_to
300276,100000003,belong_to
300278,100000003,belong_to
300280,100000003,belong_to
300281,100000003,belong_to
300293,100000003,belong_to
300307,100000003,belong_to
300308,100000003,belong_to
300309,100000003,belong_to
300316,100000003,belong_to
300334,100000003,belong_to
300358,100000003,belong_to
300362,100000003,belong_to
300368,100000003,belong_to
300382,100000003,belong_to
