高管姓名,性别,年龄,股票代码,职位,:LABEL,PersonId:ID
张黎明,男,53,600848,"副董事长,董事",人,1001526
张四福,男,55,600848,"副董事长,董事",人,1001527
丁桂康,男,56,600848,董事,人,1001528
杨菁,女,51,600848,董事,人,1001529
董鑑华,男,53,600848,董事,人,1001530
张天西,男,62,600848,独立董事,人,1001531
伍爱群,男,49,600848,独立董事,人,1001532
芮明杰,男,64,600848,独立董事,人,1001533
王东升,男,61,200725,"董事长,董事",人,1001534
谢小明,男,59,200725,"副董事长,董事",人,1001535
陈炎顺,男,53,200725,"副董事长,董事",人,1001536
刘晓东,男,54,200725,董事,人,1001537
孙芸,女,48,200725,董事,人,1001538
宋杰,男,51,200725,董事,人,1001539
王晨阳,男,,200725,董事,人,1001540
历彦涛,男,,200725,董事,人,1001541
吕廷杰,男,63,200725,独立董事,人,1001542
王化成,男,55,200725,独立董事,人,1001543
胡晓林,男,,200725,独立董事,人,1001544
李轩,男,50,200725,独立董事,人,1001545
陈祥楼,男,49,300447,"董事长,董事",人,1001546
李峰,男,45,300447,董事,人,1001547
韩子逸,男,48,300447,董事,人,1001548
丁然,女,41,300447,董事,人,1001549
胡晓明,男,55,300447,独立董事,人,1001550
高允斌,男,51,300447,独立董事,人,1001551
李友根,男,51,300447,独立董事,人,1001552
吴培服,男,57,002585,"董事长,董事",人,1001553
吴迪,男,36,002585,董事,人,1001554
周海燕,女,43,002585,董事,人,1001555
曹薇,女,50,002585,董事,人,1001556
蓝海林,男,,002585,独立董事,人,1001557
程银春,男,52,002585,独立董事,人,1001558
李小虎,男,61,002585,独立董事,人,1001559
姚日波,男,50,000042,"董事长,董事",人,1001560
谭华森,男,56,000042,"副董事长,董事",人,1001561
申成文,男,56,000042,董事,人,1001562
王道海,男,52,000042,董事,人,1001563
吴天洲,男,46,000042,董事,人,1001564
贾帅,男,43,000042,董事,人,1001565
张立民,男,63,000042,独立董事,人,1001566
张英,男,44,000042,独立董事,人,1001567
钟鹏翼,男,62,000042,独立董事,人,1001568
刘成彦,男,54,300017,"董事长,董事",人,1001569
洪珂,男,51,300017,"副董事长,董事",人,1001570
周丽萍,女,42,300017,董事,人,1001571
颜永春,男,50,300017,董事,人,1001572
王蔚松,男,59,300017,独立董事,人,1001573
黄斯颖,女,40,300017,独立董事,人,1001574
李智平,男,62,300017,独立董事,人,1001575
李广林,男,56,000557,"董事长,董事",人,1001576
柏青,男,59,000557,董事,人,1001577
韩鹏飞,男,49,000557,董事,人,1001578
杨进川,男,40,000557,董事,人,1001579
张丽宁,女,42,000557,董事,人,1001580
赵恩慧,女,46,000557,独立董事,人,1001581
吴春芳,女,52,000557,独立董事,人,1001582
罗立邦,男,47,000557,独立董事,人,1001583
徐兵,男,56,002090,"董事长,董事",人,1001584
叶留金,男,53,002090,董事,人,1001585
贺安鹰,男,43,002090,董事,人,1001586
张浩,男,42,002090,董事,人,1001587
吕云松,男,47,002090,董事,人,1001588
朱华明,男,53,002090,董事,人,1001589
李永盛,男,68,002090,独立董事,人,1001590
汪进元,男,60,002090,独立董事,人,1001591
张洪发,男,54,002090,独立董事,人,1001592
毛军亮,男,48,300152,"董事长,董事",人,1001593
李庆义,男,63,300152,"副董事长,董事",人,1001594
郭接见,男,51,300152,董事,人,1001595
毛凤丽,女,38,300152,董事,人,1001596
王聪,男,60,300152,独立董事,人,1001597
刘建国,男,46,300152,独立董事,人,1001598
宋岩涛,男,45,300152,独立董事,人,1001599
钱高法,男,69,603788,"董事长,董事",人,1001600
钱国耀,男,46,603788,"副董事长,董事",人,1001601
钱国年,男,48,603788,董事,人,1001602
朱志荣,男,48,603788,董事,人,1001603
蒲一苇,女,48,603788,独立董事,人,1001604
程峰,男,61,603788,独立董事,人,1001605
荆娴,女,56,603788,独立董事,人,1001606
戚建国,男,57,603655,"董事长,董事",人,1001607
戚淦超,男,31,603655,董事,人,1001608
李劲东,男,53,603655,董事,人,1001609
王曙光,男,52,603655,董事,人,1001610
赵凤高,男,68,603655,董事,人,1001611
袁月冬,男,57,603655,董事,人,1001612
冯永海,男,74,603655,独立董事,人,1001613
路国平,男,58,603655,独立董事,人,1001614
朱伟,男,56,603655,独立董事,人,1001615
官庆,男,54,601668,"董事长,董事",人,1001616
王祥明,男,55,601668,董事,人,1001617
郑昌泓,男,63,601668,独立董事,人,1001618
贾谌,男,62,601668,独立董事,人,1001619
杨春锦,男,68,601668,独立董事,人,1001620
余海龙,男,68,601668,独立董事,人,1001621
曾庆洪,男,57,601238,"董事长,董事",人,1001622
冯兴亚,男,49,601238,董事,人,1001623
陈茂善,男,54,601238,董事,人,1001624
李平一,男,51,601238,董事,人,1001625
丁宏祥,男,52,601238,董事,人,1001626
严壮立,男,49,601238,董事,人,1001627
梁年昌,男,65,601238,独立董事,人,1001628
李舫金,男,56,601238,独立董事,人,1001629
王苏生,男,49,601238,独立董事,人,1001630
付于武,男,73,601238,独立董事,人,1001631
蓝海林,男,,601238,独立董事,人,1001632
王学海,男,46,600079,"董事长,董事",人,1001633
李杰,男,63,600079,董事,人,1001634
邓霞飞,男,55,600079,董事,人,1001635
张小东,男,66,600079,董事,人,1001636
周汉生,男,55,600079,董事,人,1001637
谢获宝,男,51,600079,独立董事,人,1001638
王学恭,男,46,600079,独立董事,人,1001639
何其生,男,44,600079,独立董事,人,1001640
刘振东,男,51,300125,"董事长,董事",人,1001641
洪家新,男,63,300125,董事,人,1001642
何启贤,男,58,300125,董事,人,1001643
蔡燕玲,女,34,300125,董事,人,1001644
金炳荣,男,70,300125,独立董事,人,1001645
孙佩学,男,57,300125,独立董事,人,1001646
毛一平,男,56,300125,独立董事,人,1001647
金晓剑,男,59,600583,"董事长,董事",人,1001648
林瑶生,男,57,600583,董事,人,1001649
孟军,男,58,600583,董事,人,1001650
张武奎,男,59,600583,董事,人,1001651
郭涛,男,63,600583,独立董事,人,1001652
黄永进,男,52,600583,独立董事,人,1001653
邱晓华,男,,600583,独立董事,人,1001654
常毅,男,55,600429,"董事长,董事",人,1001655
张学庆,男,52,600429,"副董事长,董事",人,1001656
陈历俊,男,51,600429,董事,人,1001657
薛刚,男,51,600429,董事,人,1001658
陈启宇,男,46,600429,董事,人,1001659
闫锋,男,45,600429,董事,人,1001660
白金荣,男,68,600429,独立董事,人,1001661
薛健,女,42,600429,独立董事,人,1001662
郑晓东,男,40,600429,独立董事,人,1001663
陈德顺,男,55,000520,"董事长,董事",人,1001664
王涛,男,55,000520,董事,人,1001665
肖湘,男,61,000520,董事,人,1001666
胡正良,男,56,000520,独立董事,人,1001667
杜龙泉,男,54,000520,独立董事,人,1001668
张世奕,男,45,000520,独立董事,人,1001669
高云峰,男,51,002008,"董事长,董事",人,1001670
张建群,男,53,002008,"副董事长,董事",人,1001671
吕启涛,男,56,002008,董事,人,1001672
马胜利,女,52,002008,董事,人,1001673
胡殿君,男,52,002008,董事,人,1001674
邱大梁,男,52,002008,独立董事,人,1001675
黄亚英,男,56,002008,独立董事,人,1001676
谢家伟,女,45,002008,独立董事,人,1001677
刘宁,女,50,002008,独立董事,人,1001678
严圣军,男,50,000035,"董事长,董事",人,1001679
曹德标,男,52,000035,董事,人,1001680
茅洪菊,女,50,000035,董事,人,1001681
费晓枫,男,41,000035,董事,人,1001682
俞汉青,男,52,000035,独立董事,人,1001683
赵亚娟,女,41,000035,独立董事,人,1001684
洪剑峭,男,52,000035,独立董事,人,1001685
曹积生,男,58,002458,"董事长,董事",人,1001686
耿培梁,男,61,002458,"副董事长,董事",人,1001687
迟汉东,男,58,002458,"副董事长,董事",人,1001688
巩新民,男,42,002458,董事,人,1001689
曲立新,男,49,002458,董事,人,1001690
纪永梅,女,48,002458,董事,人,1001691
宫君秋,女,63,002458,独立董事,人,1001692
刘学信,男,54,002458,独立董事,人,1001693
战继红,女,55,002458,独立董事,人,1001694
张文学,男,,600096,"董事长,董事",人,1001695
段文瀚,男,49,600096,董事,人,1001696
胡均,男,48,600096,董事,人,1001697
李英翔,男,50,600096,董事,人,1001698
俞春明,男,,600096,董事,人,1001699
Ofer Lifshitz,男,60,600096,董事,人,1001700
Eli Glazer,男,62,600096,董事,人,1001701
李红斌,男,51,600096,独立董事,人,1001702
杨进,男,45,600096,独立董事,人,1001703
施炜,男,55,600096,独立董事,人,1001704
时雪松,男,,600096,独立董事,人,1001705
梁学贤,男,78,300430,"董事长,董事",人,1001706
梁凯,男,49,300430,董事,人,1001707
刘棣,男,57,300430,董事,人,1001708
刘泽君,男,49,300430,董事,人,1001709
王健,男,54,300430,董事,人,1001710
罗院龙,男,46,300430,董事,人,1001711
王学恭,男,46,300430,独立董事,人,1001712
赵强,男,55,300430,独立董事,人,1001713
王文,男,50,300430,独立董事,人,1001714
汤维清,男,55,000936,"董事长,董事",人,1001715
李满良,男,53,000936,"副董事长,董事",人,1001716
吴文通,男,44,000936,董事,人,1001717
包丽君,女,54,000936,董事,人,1001718
吴协恩,男,54,000936,董事,人,1001719
赵珏,女,41,000936,董事,人,1001720
刘昕,男,43,000936,独立董事,人,1001721
蔡建,男,53,000936,独立董事,人,1001722
施平,男,56,000936,独立董事,人,1001723
黄兴仓,男,50,600995,"董事长,董事",人,1001724
骆东,男,48,600995,董事,人,1001725
雷鹏,男,40,600995,董事,人,1001726
段登奇,男,43,600995,董事,人,1001727
李钊,男,54,600995,董事,人,1001728
张虹,女,54,600995,董事,人,1001729
黄宇权,男,48,600995,董事,人,1001730
杨强,男,52,600995,董事,人,1001731
王昌照,男,45,600995,董事,人,1001732
吴云,男,54,600995,独立董事,人,1001733
黄聿邦,男,72,600995,独立董事,人,1001734
田育南,男,64,600995,独立董事,人,1001735
杨勇,男,53,600995,独立董事,人,1001736
孙士云,女,37,600995,独立董事,人,1001737
李德福,男,60,600645,"董事长,董事",人,1001738
王勇,男,51,600645,"副董事长,董事",人,1001739
师鸿翔,男,36,600645,董事,人,1001740
李海滨,男,47,600645,董事,人,1001741
曲万成,男,43,600645,董事,人,1001742
庞世耀,男,50,600645,董事,人,1001743
刘文君,女,64,600645,独立董事,人,1001744
陈敏,女,64,600645,独立董事,人,1001745
张平,男,54,600645,独立董事,人,1001746
杨斌,男,49,300349,"董事长,董事",人,1001747
仇梁,男,55,300349,董事,人,1001748
王喆,女,46,300349,董事,人,1001749
朱央洲,男,35,300349,董事,人,1001750
郭刚,男,60,300349,董事,人,1001751
张华,男,50,300349,董事,人,1001752
詹志杰,男,54,300349,独立董事,人,1001753
刘杰,男,55,300349,独立董事,人,1001754
徐晓燕,女,52,300349,独立董事,人,1001755
曹家富,男,66,002321,"董事长,董事",人,1001756
闵群,女,48,002321,董事,人,1001757
胡奎,男,44,002321,董事,人,1001758
汪开江,男,43,002321,董事,人,1001759
梁先平,男,52,002321,董事,人,1001760
朱闽川,男,37,002321,董事,人,1001761
苏文忠,男,54,002321,独立董事,人,1001762
武宗章,男,43,002321,独立董事,人,1001763
朱虎平,男,51,002321,独立董事,人,1001764
吴锦华,男,28,600215,"董事长,董事",人,1001765
倪伟勇,男,52,600215,董事,人,1001766
陈爱莲,女,,600215,董事,人,1001767
江玉华,男,42,600215,董事,人,1001768
梁赛南,女,42,600215,董事,人,1001769
张锡康,男,49,600215,董事,人,1001770
高贵富,男,56,600215,独立董事,人,1001771
张生久,男,65,600215,独立董事,人,1001772
禹彤,女,50,600215,独立董事,人,1001773
蔡剑江,男,54,601111,"董事长,非执行董事",人,1001774
宋志勇,男,53,601111,"副董事长,执行董事",人,1001775
史乐山,男,61,601111,非执行董事,人,1001776
薛亚松,男,56,601111,职工董事,人,1001777
许汉忠,男,68,601111,独立非执行董事,人,1001778
王小康,男,63,601111,独立非执行董事,人,1001779
刘德恒,男,61,601111,独立非执行董事,人,1001780
李大进,男,60,601111,独立非执行董事,人,1001781
李键,男,58,600700,"董事长,董事",人,1001782
杨西安,男,62,600700,"副董事长,董事",人,1001783
汪欢,男,49,600700,董事,人,1001784
徐朝晖,女,45,600700,董事,人,1001785
强福庆,男,59,600700,董事,人,1001786
王海宁,男,56,600700,董事,人,1001787
刘建武,男,53,600700,董事,人,1001788
汪艳萍,女,53,600700,独立董事,人,1001789
周世生,男,55,600700,独立董事,人,1001790
冯涛,男,62,600700,独立董事,人,1001791
李勤,男,41,000609,"董事长,董事",人,1001792
解斌,男,40,000609,董事,人,1001793
丁湘巍,女,45,000609,董事,人,1001794
隋平,男,47,000609,独立董事,人,1001795
刘云平,男,49,000609,独立董事,人,1001796
陶建伟,男,46,002634,"董事长,董事",人,1001797
陶建锋,男,40,002634,"副董事长,董事",人,1001798
刘朝阳,男,47,002634,董事,人,1001799
陶士青,女,48,002634,董事,人,1001800
陶宝山,男,46,002634,独立董事,人,1001801
韩建,男,55,002634,独立董事,人,1001802
孙锋,男,39,002634,独立董事,人,1001803
孙亮,男,60,600350,"董事长,董事",人,1001804
韩道均,男,56,600350,"副董事长,董事",人,1001805
赛志毅,男,49,600350,"副董事长,董事",人,1001806
王云泉,男,49,600350,董事,人,1001807
伊继军,男,53,600350,董事,人,1001808
李航,男,48,600350,董事,人,1001809
孟杰,男,41,600350,董事,人,1001810
王小林,男,55,600350,独立董事,人,1001811
刘剑文,男,59,600350,独立董事,人,1001812
魏士荣,男,53,600350,独立董事,人,1001813
王丰,女,45,600350,独立董事,人,1001814
金志国,男,62,002264,"董事长,董事",人,1001815
郭建生,男,48,002264,董事,人,1001816
金丹,女,36,002264,董事,人,1001817
徐潘华,男,40,002264,董事,人,1001818
许安心,男,43,002264,独立董事,人,1001819
江曙晖,女,65,002264,独立董事,人,1001820
叶明华,男,59,600184,"董事长,董事",人,1001821
张百锋,男,47,600184,董事,人,1001822
陈良,男,49,600184,董事,人,1001823
李克炎,男,55,600184,董事,人,1001824
欧阳俊涛,男,52,600184,董事,人,1001825
刘贤钊,男,52,600184,董事,人,1001826
张国玉,男,56,600184,独立董事,人,1001827
张明燕,女,62,600184,独立董事,人,1001828
杨德森,男,61,600184,独立董事,人,1001829
王政福,男,52,300172,"董事长,董事",人,1001830
朱来松,男,44,300172,董事,人,1001831
张维,男,45,300172,董事,人,1001832
周谷平,男,52,300172,董事,人,1001833
林慧生,男,49,300172,董事,人,1001834
俞汉青,男,52,300172,独立董事,人,1001835
仇向洋,男,62,300172,独立董事,人,1001836
韩登攀,男,51,300172,独立董事,人,1001837
潘刚,男,48,600887,"董事长,执行董事",人,1001838
胡利平,男,48,600887,执行董事,人,1001839
刘春海,男,55,600887,执行董事,人,1001840
赵成霞,女,48,600887,执行董事,人,1001841
闫俊荣,女,46,600887,执行董事,人,1001842
肖斌,女,52,600887,董事,人,1001843
张俊平,男,56,600887,董事,人,1001844
高德步,男,63,600887,独立董事,人,1001845
高宏,男,52,600887,独立董事,人,1001846
张心灵,女,53,600887,独立董事,人,1001847
吕刚,男,49,600887,独立董事,人,1001848
温增勇,男,43,600868,"董事长,董事",人,1001849
陈伟生,男,49,600868,董事,人,1001850
赖广栋,男,55,600868,董事,人,1001851
钟小英,女,37,600868,董事,人,1001852
何欢,男,38,600868,董事,人,1001853
张继德,男,49,600868,独立董事,人,1001854
钟扬飞,男,54,600868,独立董事,人,1001855
温楷正,男,69,600868,独立董事,人,1001856
王荣辉,男,56,600868,职工董事,人,1001857
陈锦石,男,56,000961,"董事长,董事",人,1001858
鲁贵卿,男,,000961,"副董事长,董事",人,1001859
智刚,男,46,000961,董事,人,1001860
陈昱含,女,33,000961,董事,人,1001861
辛琦,男,,000961,董事,人,1001862
刘畋,男,,000961,董事,人,1001863
孙三友,男,,000961,董事,人,1001864
李若山,男,69,000961,董事,人,1001865
金德钧,男,74,000961,独立董事,人,1001866
曹益堂,男,,000961,独立董事,人,1001867
倪俊骥,男,,000961,独立董事,人,1001868
黄峰,男,,000961,独立董事,人,1001869
章建伟,男,44,300467,"董事长,董事",人,1001870
袁旭,男,34,300467,董事,人,1001871
陈俊,男,38,300467,董事,人,1001872
赵军,男,56,300467,董事,人,1001873
鲁锦,男,46,300467,董事,人,1001874
唐国琼,女,55,300467,独立董事,人,1001875
朱玉杰,男,49,300467,独立董事,人,1001876
李本文,男,52,000598,"董事长,董事",人,1001877
张伟成,男,50,000598,董事,人,1001878
程进,男,52,000598,董事,人,1001879
李玉春,女,43,000598,董事,人,1001880
冯渊,女,47,000598,独立董事,人,1001881
王运陈,男,34,000598,独立董事,人,1001882
易永发,男,60,000598,独立董事,人,1001883
胡新安,男,50,000062,"董事长,董事",人,1001884
郑毅,男,54,000062,董事,人,1001885
王瑛,女,41,000062,董事,人,1001886
邓少军,男,48,000062,董事,人,1001887
张泽宏,男,46,000062,董事,人,1001888
张恒春,男,56,000062,董事,人,1001889
邓磊,男,40,000062,独立董事,人,1001890
周生明,男,55,000062,独立董事,人,1001891
姚家勇,男,46,000062,独立董事,人,1001892
覃九三,男,51,300037,"董事长,董事",人,1001893
郑仲天,男,52,300037,"副董事长,董事",人,1001894
周达文,男,55,300037,董事,人,1001895
周艾平,男,50,300037,董事,人,1001896
钟美红,女,51,300037,董事,人,1001897
曹伟,男,53,300037,董事,人,1001898
罗和安,男,63,300037,独立董事,人,1001899
戴奉祥,男,53,300037,独立董事,人,1001900
石桐灵,男,42,300037,独立董事,人,1001901
赖振元,男,78,600491,"董事长,董事",人,1001902
赖朝辉,男,48,600491,"副董事长,董事",人,1001903
钱水江,男,68,600491,董事,人,1001904
赖文浩,男,62,600491,董事,人,1001905
何万篷,男,44,600491,独立董事,人,1001906
曾群,男,49,600491,独立董事,人,1001907
王啸,男,43,600491,独立董事,人,1001908
陈有升,男,52,601003,"董事长,董事",人,1001909
甘贵平,男,55,601003,董事,人,1001910
施沛润,男,54,601003,董事,人,1001911
张奕,女,48,601003,董事,人,1001912
潘世庆,男,53,601003,董事,人,1001913
阎骏,男,48,601003,董事,人,1001914
罗军,男,47,601003,董事,人,1001915
黄国君,男,56,601003,独立董事,人,1001916
袁公章,男,44,601003,独立董事,人,1001917
李骅,男,47,601003,独立董事,人,1001918
赵峰,男,42,601003,独立董事,人,1001919
蔡全根,男,61,600242,"董事长,董事",人,1001920
谢晶,男,41,600242,董事,人,1001921
何永祥,男,34,600242,董事,人,1001922
王霖,男,54,600242,董事,人,1001923
田传钊,男,42,600242,董事,人,1001924
厉群南,男,36,600242,董事,人,1001925
应明德,男,55,600242,独立董事,人,1001926
忻展红,男,69,600242,独立董事,人,1001927
刘杰,男,55,600242,独立董事,人,1001928
丛强滋,男,53,002376,"董事长,董事",人,1001929
陈福旭,男,47,002376,"副董事长,董事",人,1001930
宋森,男,45,002376,董事,人,1001931
荣波,男,37,002376,董事,人,1001932
曲斌,男,50,002376,董事,人,1001933
姜爱丽,女,54,002376,独立董事,人,1001934
宋文山,男,63,002376,独立董事,人,1001935
曲国霞,女,54,002376,独立董事,人,1001936
李军,男,56,002376,独立董事,人,1001937
石力华,男,62,600612,"董事长,董事",人,1001938
杨奕,男,46,600612,"副董事长,董事",人,1001939
黄骅,男,49,600612,董事,人,1001940
李刚昶,男,60,600612,董事,人,1001941
郑卫茂,男,55,600612,独立董事,人,1001942
陶华祖,男,66,600612,独立董事,人,1001943
纪鹏斌,男,43,002726,"董事长,董事",人,1001944
赵方胜,男,51,002726,"副董事长,董事",人,1001945
王强,男,47,002726,董事,人,1001946
宫明杰,男,56,002726,董事,人,1001947
张德润,男,43,002726,董事,人,1001948
刘宝青,男,53,002726,董事,人,1001949
于希茂,男,62,002726,独立董事,人,1001950
于建青,男,53,002726,独立董事,人,1001951
赵金强,男,42,002726,独立董事,人,1001952
钟烈华,男,69,002233,名誉董事长,人,1001953
钟朝晖,男,49,002233,"董事长,董事",人,1001954
钟剑威,男,33,002233,"副董事长,董事",人,1001955
曾皓平,男,57,002233,董事,人,1001956
陈君柱,男,43,002233,独立董事,人,1001957
吴笑梅,女,44,002233,独立董事,人,1001958
程子建,男,47,600307,"董事长,董事",人,1001959
阮强,男,42,600307,董事,人,1001960
郭继荣,男,47,600307,董事,人,1001961
胡桂萍,女,54,600307,董事,人,1001962
冯宜鹏,男,48,600307,董事,人,1001963
王建元,男,51,600307,董事,人,1001964
高冠江,男,66,600307,独立董事,人,1001965
林企曾,男,78,600307,独立董事,人,1001966
唐洪广,男,49,600307,独立董事,人,1001967
聂兴凯,男,44,600307,独立董事,人,1001968
李闯,男,36,600307,独立董事,人,1001969
涂善忠,男,58,002663,"董事长,董事",人,1001970
黄庆和,男,57,002663,"副董事长,董事",人,1001971
曾伟雄,男,57,002663,董事,人,1001972
周滨,女,46,002663,董事,人,1001973
叶劲枫,男,42,002663,董事,人,1001974
全小燕,女,59,002663,董事,人,1001975
康晓阳,男,35,002663,独立董事,人,1001976
汪林,男,36,002663,独立董事,人,1001977
柳絮,女,60,002663,独立董事,人,1001978
李锂,男,54,002399,"董事长,董事",人,1001979
单宇,男,58,002399,董事,人,1001980
步海华,男,43,002399,董事,人,1001981
李坦,女,54,002399,董事,人,1001982
张荣庆,男,62,002399,独立董事,人,1001983
陈俊发,男,53,002399,独立董事,人,1001984
王肇辉,男,40,002399,独立董事,人,1001985
陈义国,男,54,600757,"董事长,董事",人,1001986
邱菊生,男,56,600757,董事,人,1001987
冷雪,男,50,600757,董事,人,1001988
赵亚平,男,59,600757,董事,人,1001989
袁国雄,男,55,600757,董事,人,1001990
杨可,男,43,600757,董事,人,1001991
郁崇文,男,56,600757,独立董事,人,1001992
郝振省,男,65,600757,独立董事,人,1001993
喻景忠,男,54,600757,独立董事,人,1001994
刘洪,男,57,600757,独立董事,人,1001995
段若鹏,男,67,600757,独立董事,人,1001996
杨德林,男,56,600757,独立董事,人,1001997
陈建斌,男,54,000832,"董事长,董事",人,1001998
张兆申,男,52,000832,董事,人,1001999
周景龙,男,62,000832,董事,人,1002000
时伟君,女,60,000832,董事,人,1002001
金双庆,男,49,000832,董事,人,1002002
张建川,女,30,000832,董事,人,1002003
张玉海,男,,000832,董事,人,1002004
徐飞,男,28,000832,董事,人,1002005
杨立国,男,43,000832,董事,人,1002006
刘继坤,男,53,000832,董事,人,1002007
袁隆平,男,,000998,名誉董事长,人,1002008
王炯,男,58,000998,"董事长,董事",人,1002009
伍跃时,男,60,000998,"常务副董事长,董事",人,1002010
毛长青,男,46,000998,"副董事长,董事",人,1002011
袁定江,男,50,000998,"副董事长,董事",人,1002012
张秀宽,男,50,000998,董事,人,1002013
廖翠猛,男,53,000998,董事,人,1002014
王道忠,男,61,000998,董事,人,1002015
齐绍武,男,52,000998,董事,人,1002016
张坚,男,48,000998,董事,人,1002017
陶扬,男,55,000998,董事,人,1002018
任天飞,男,68,000998,独立董事,人,1002019
陈超,男,53,000998,独立董事,人,1002020
庞守林,男,53,000998,独立董事,人,1002021
吴新民,男,68,000998,独立董事,人,1002022
唐红,女,53,000998,独立董事,人,1002023
李亚,男,51,600891,"董事长,董事",人,1002024
李建新,男,43,600891,"副董事长,董事",人,1002025
平贵杰,男,38,600891,"副董事长,董事",人,1002026
潘建华,女,59,600891,董事,人,1002027
侯勇,男,61,600891,董事,人,1002028
曲向荣,男,44,600891,董事,人,1002029
任枫,男,37,600891,独立董事,人,1002030
白彦壮,男,43,600891,独立董事,人,1002031
王福胜,男,54,600891,独立董事,人,1002032
曲景文,男,54,600038,"董事长,董事",人,1002033
吕杰,男,56,600038,董事,人,1002034
堵娟,女,52,600038,董事,人,1002035
张宪,男,59,600038,董事,人,1002036
唐军,男,56,600038,董事,人,1002037
黎学勤,男,55,600038,董事,人,1002038
王正喜,女,58,600038,独立董事,人,1002039
吴坚,男,65,600038,独立董事,人,1002040
鲍卉芳,女,55,600038,独立董事,人,1002041
张国桉,男,48,300164,"董事长,董事",人,1002042
任延忠,男,55,300164,董事,人,1002043
张志坚,男,53,300164,董事,人,1002044
赵超,男,35,300164,独立董事,人,1002045
曾一龙,男,47,300164,独立董事,人,1002046
左斌,男,53,600468,"董事长,董事",人,1002047
史祺,男,58,600468,董事,人,1002048
刘敏,女,39,600468,董事,人,1002049
赵久占,男,45,600468,董事,人,1002050
杨川,男,49,600468,董事,人,1002051
陈建国,男,53,600468,独立董事,人,1002052
郝振平,男,60,600468,独立董事,人,1002053
李荣林,男,60,600468,独立董事,人,1002054
杨林,男,57,600192,"董事长,董事",人,1002055
张希泰,男,56,600192,"副董事长,董事",人,1002056
王小龙,男,54,600192,董事,人,1002057
白天洪,男,60,600192,董事,人,1002058
张建成,男,52,600192,董事,人,1002059
谢军,男,53,600192,董事,人,1002060
赵新民,男,48,600192,独立董事,人,1002061
李雪峰,女,45,600192,独立董事,人,1002062
刘志军,女,46,600192,独立董事,人,1002063
唐大楷,男,58,000561,"董事长,董事",人,1002064
李培峰,男,53,000561,董事,人,1002065
赵兰平,男,54,000561,董事,人,1002066
谭跃成,男,56,000561,董事,人,1002067
宋涛,男,54,000561,董事,人,1002068
邵峰跃,,,000561,董事,人,1002069
张俊瑞,男,57,000561,独立董事,人,1002070
廖良汉,男,55,000561,独立董事,人,1002071
杨秀云,女,50,000561,独立董事,人,1002072
钱建林,男,45,600487,"董事长,董事",人,1002073
尹纪成,男,45,600487,董事,人,1002074
孙义兴,,42,600487,董事,人,1002075
崔根良,男,60,600487,董事,人,1002076
江桦,男,39,600487,董事,人,1002077
崔巍,男,32,600487,董事,人,1002078
张汝京,,70,600487,董事,人,1002079
李自为,,45,600487,董事,人,1002080
阎孟昆,男,53,600487,独立董事,人,1002081
褚君浩,,73,600487,独立董事,人,1002082
顾益中,男,42,600487,独立董事,人,1002083
郦仲贤,男,62,600487,独立董事,人,1002084
王浩宇,男,27,300021,"董事长,董事",人,1002085
王冲,男,47,300021,"副董事长,董事",人,1002086
谢永生,男,50,300021,董事,人,1002087
李福武,男,48,300021,董事,人,1002088
徐希彬,男,45,300021,董事,人,1002089
龚时宏,男,57,300021,董事,人,1002090
郑洪涛,男,52,300021,独立董事,人,1002091
孙健,男,53,300021,独立董事,人,1002092
彭玲,女,39,300021,独立董事,人,1002093
李明,男,54,002049,"董事长,董事",人,1002094
马道杰,男,54,002049,"副董事长,董事",人,1002095
王慧轩,男,52,002049,董事,人,1002096
高启全,男,65,002049,董事,人,1002097
陈金占,男,66,002049,独立董事,人,1002098
王立彦,男,61,002049,独立董事,人,1002099
陈贤,男,73,002049,独立董事,人,1002100
高书林,男,46,002419,"董事长,董事",人,1002101
黄俊康,男,63,002419,"副董事长,董事",人,1002102
张旭华,男,41,002419,董事,人,1002103
李世佳,男,53,002419,董事,人,1002104
汪名川,男,52,002419,董事,人,1002105
肖章林,男,42,002419,董事,人,1002106
欧伟明,男,72,002419,独立董事,人,1002107
涂成洲,男,50,002419,独立董事,人,1002108
陈少华,男,57,002419,独立董事,人,1002109
张磊,男,55,000977,"董事长,董事",人,1002110
彭震,男,46,000977,"副董事长,董事",人,1002111
庞松涛,男,46,000977,董事,人,1002112
袁安军,男,49,000977,董事,人,1002113
陈志军,男,53,000977,独立董事,人,1002114
韩传模,男,68,000977,独立董事,人,1002115
石碎标,男,78,002730,"董事长,董事",人,1002116
石向才,男,47,002730,董事,人,1002117
曹汉君,男,61,002730,董事,人,1002118
叶忠松,男,38,002730,董事,人,1002119
石晓霞,女,51,002730,董事,人,1002120
施隆,男,35,002730,董事,人,1002121
黄乐晓,女,54,002730,独立董事,人,1002122
王裕康,男,72,002730,独立董事,人,1002123
孙乐和,女,42,002730,独立董事,人,1002124
罗岚,女,52,600604,"董事长,董事",人,1002125
张羽祥,男,56,600604,董事,人,1002126
周晓芳,女,45,600604,董事,人,1002127
严慧明,男,55,600604,董事,人,1002128
徐军,男,50,600604,独立董事,人,1002129
叶建芳,女,52,600604,独立董事,人,1002130
杨力,男,44,600604,独立董事,人,1002131
张云升,男,66,002360,"董事长,董事",人,1002132
邬庆文,男,51,002360,董事,人,1002133
张烘,男,39,002360,董事,人,1002134
