高管姓名,性别,年龄,股票代码,职位,:LABEL,PersonId:ID
沈成基,男,47,002703,独立董事,人,1016918
王建军,女,57,600637,"董事长,董事",人,1016919
凌钢,男,62,600637,"副董事长,董事",人,1016920
张炜,男,48,600637,董事,人,1016921
楼家麟,男,61,600637,董事,人,1016922
汪建强,男,60,600637,董事,人,1016923
陈雨人,男,55,600637,董事,人,1016924
陈世敏,男,60,600637,独立董事,人,1016925
沈向洋,男,52,600637,独立董事,人,1016926
金宇,男,44,600637,独立董事,人,1016927
金国培,男,55,603918,"董事长,董事",人,1016928
孙兆荣,男,38,603918,"副董事长,董事",人,1016929
周喆,男,46,603918,董事,人,1016930
金史平,男,43,603918,董事,人,1016931
沈颖华,女,56,603918,董事,人,1016932
吴志雄,男,57,603918,董事,人,1016933
鲍航,男,42,603918,独立董事,人,1016934
徐军,男,50,603918,独立董事,人,1016935
寿邹,男,42,603918,独立董事,人,1016936
方刚,男,36,300291,"董事长,董事",人,1016937
胡刚,男,49,300291,"副董事长,董事",人,1016938
刘德宏,男,53,300291,董事,人,1016939
张静萍,女,38,300291,董事,人,1016940
陈建武,男,39,300291,董事,人,1016941
徐忠华,男,38,300291,董事,人,1016942
马传刚,男,48,300291,独立董事,人,1016943
浦军,男,42,300291,独立董事,人,1016944
童盼,女,44,300291,独立董事,人,1016945
熊光宇,男,54,600322,"董事长,董事",人,1016946
毛铁,男,59,600322,董事,人,1016947
孙建峰,男,55,600322,董事,人,1016948
王子惠,男,58,600322,董事,人,1016949
杨杰,男,51,600322,董事,人,1016950
杨宾,男,53,600322,董事,人,1016951
崔巍,男,52,600322,董事,人,1016952
侯欣一,男,58,600322,独立董事,人,1016953
郑志刚,男,48,600322,独立董事,人,1016954
王力,男,59,600322,独立董事,人,1016955
刘志远,男,55,600322,独立董事,人,1016956
陈南,男,49,002216,"董事长,董事",人,1016957
贾岭达,女,74,002216,"副董事长,董事",人,1016958
陈希,男,45,002216,董事,人,1016959
李娜,女,48,002216,董事,人,1016960
张雷,男,55,002216,董事,人,1016961
陈泽民,男,75,002216,董事,人,1016962
臧冬斌,男,45,002216,独立董事,人,1016963
沈祥坤,男,60,002216,独立董事,人,1016964
郝秀琴,女,,002216,独立董事,人,1016965
张家林,男,76,600288,名誉董事长,人,1016966
鲁勇志,男,46,600288,"董事长,董事",人,1016967
赵忆波,男,48,600288,"副董事长,董事",人,1016968
王学明,男,59,600288,董事,人,1016969
黄玉峰,男,45,600288,董事,人,1016970
周国华,男,58,600288,董事,人,1016971
赵秀芳,女,49,600288,独立董事,人,1016972
孙广亮,男,55,600288,独立董事,人,1016973
李银会,男,52,002646,"董事长,董事",人,1016974
郭守明,男,55,002646,"副董事长,董事",人,1016975
王兆三,男,46,002646,董事,人,1016976
王君,男,53,002646,董事,人,1016977
王鸿,男,52,002646,董事,人,1016978
张劭,男,41,002646,董事,人,1016979
王德良,男,46,002646,独立董事,人,1016980
吴非,男,35,002646,独立董事,人,1016981
方文彬,男,53,002646,独立董事,人,1016982
孙德良,男,46,002095,"董事长,董事",人,1016983
童茂荣,男,48,002095,董事,人,1016984
於伟东,男,43,002095,董事,人,1016985
寿邹,男,42,002095,董事,人,1016986
傅智勇,男,47,002095,董事,人,1016987
吕钢,男,47,002095,董事,人,1016988
俞毅,男,53,002095,独立董事,人,1016989
窦明清,男,43,002095,独立董事,人,1016990
秦路,男,46,002095,独立董事,人,1016991
杨先春,男,55,000552,"董事长,董事",人,1016992
马海龙,男,55,000552,董事,人,1016993
宋永强,男,60,000552,董事,人,1016994
陈虎,男,53,000552,董事,人,1016995
刘永翀,男,53,000552,董事,人,1016996
高小明,男,55,000552,董事,人,1016997
苟小弟,男,53,000552,董事,人,1016998
续彦生,男,56,000552,董事,人,1016999
陈顺林,男,52,000552,独立董事,人,1017000
曹斌,男,42,000552,独立董事,人,1017001
郭秀才,男,55,000552,独立董事,人,1017002
庞国强,男,55,000552,独立董事,人,1017003
魏彦珩,男,49,000552,独立董事,人,1017004
孙庚文,男,,300157,"董事长,董事",人,1017005
杨建全,男,,300157,"副董事长,董事",人,1017006
汤承锋,男,,300157,董事,人,1017007
刘俊海,男,49,300157,董事,人,1017008
曲广生,男,66,300157,董事,人,1017009
陈渝,男,67,300157,独立董事,人,1017010
叶金兴,男,,300157,独立董事,人,1017011
骆珣,女,60,300157,独立董事,人,1017012
刘浩,男,46,000417,"董事长,董事",人,1017013
戴登安,男,44,000417,董事,人,1017014
李承波,男,51,000417,董事,人,1017015
张同祥,男,44,000417,董事,人,1017016
余綯,男,42,000417,董事,人,1017017
黄跃明,男,54,000417,董事,人,1017018
方福前,男,64,000417,独立董事,人,1017019
李姝,女,47,000417,独立董事,人,1017020
刘京建,男,64,000417,独立董事,人,1017021
陈结淼,男,52,000417,独立董事,人,1017022
吴红,女,41,000417,职工董事,人,1017023
姜卫东,男,50,300442,"董事长,董事",人,1017024
舒石泉,男,51,300442,董事,人,1017025
姜晓伟,男,55,300442,董事,人,1017026
宋安澜,男,61,300442,董事,人,1017027
靳建国,男,55,300442,独立董事,人,1017028
蒋怡雯,女,34,300442,独立董事,人,1017029
钱和,女,56,300442,独立董事,人,1017030
周宇斌,男,34,000047,"董事长,董事",人,1017031
陈创新,男,51,000047,"副董事长,董事",人,1017032
周雯,女,55,000047,董事,人,1017033
张晓帆,女,43,000047,董事,人,1017034
冯跃,男,47,000047,董事,人,1017035
万峰,男,49,300012,"董事长,董事",人,1017036
陈砚,男,45,300012,董事,人,1017037
邝志刚,男,71,300012,董事,人,1017038
万峻,男,42,300012,董事,人,1017039
程虹,男,55,300012,独立董事,人,1017040
刘佳勇,男,41,300012,独立董事,人,1017041
张汉斌,男,52,300012,独立董事,人,1017042
宋斌,男,57,002580,"董事长,董事",人,1017043
高运奎,男,51,002580,"副董事长,董事",人,1017044
王平,男,52,002580,董事,人,1017045
隋延波,男,45,002580,董事,人,1017046
宫国伟,男,40,002580,董事,人,1017047
杨玉清,男,55,002580,董事,人,1017048
宋希亮,男,53,002580,独立董事,人,1017049
杨依见,男,43,002580,独立董事,人,1017050
梁仕念,男,49,002580,独立董事,人,1017051
段志平,男,54,600139,"董事长,董事",人,1017052
丁佶赟,女,40,600139,董事,人,1017053
范自力,男,54,600139,独立董事,人,1017054
唐国琼,女,55,600139,独立董事,人,1017055
张丕杰,男,57,000030,"董事长,董事",人,1017056
张志新,男,50,000030,"副董事长,董事",人,1017057
周晓峰,男,49,000030,董事,人,1017058
吴云星,男,60,000030,董事,人,1017059
王振勃,男,55,000030,董事,人,1017060
吴博达,男,68,000030,独立董事,人,1017061
李晓,男,55,000030,独立董事,人,1017062
朱文山,男,60,000030,独立董事,人,1017063
申万秋,男,48,300065,"董事长,董事",人,1017064
仓梓剑,男,45,300065,董事,人,1017065
唐军武,男,53,300065,董事,人,1017066
孙陶然,男,49,300065,独立董事,人,1017067
李焰,女,62,300065,独立董事,人,1017068
李利剑,男,55,600569,"董事长,董事",人,1017069
张怀宾,男,,600569,董事,人,1017070
李存牢,男,,600569,董事,人,1017071
成先平,男,54,600569,独立董事,人,1017072
胡卫升,男,50,600569,独立董事,人,1017073
李春涛,男,,600569,独立董事,人,1017074
于银俊,男,53,600569,职工董事,人,1017075
曹树卫,男,42,600569,职工董事,人,1017076
魏晓亮,男,46,600569,职工董事,人,1017077
章有春,男,54,300435,"董事长,董事",人,1017078
章有虎,男,49,300435,"副董事长,董事",人,1017079
王晋,男,46,300435,董事,人,1017080
钟晓龙,男,54,300435,董事,人,1017081
张国兴,男,44,300435,董事,人,1017082
陈环琴,女,42,300435,董事,人,1017083
陈光明,男,60,300435,独立董事,人,1017084
黄加宁,男,43,300435,独立董事,人,1017085
田园园,女,45,300435,独立董事,人,1017086
冷天晴,男,45,600093,"董事长,董事",人,1017087
王跃华,男,49,600093,董事,人,1017088
徐蓬,男,51,600093,董事,人,1017089
苏丽军,男,51,600093,董事,人,1017090
李洋,男,48,600093,独立董事,人,1017091
梁志宏,男,49,600093,独立董事,人,1017092
赵起高,男,50,600093,独立董事,人,1017093
崔建友,男,54,000933,"董事长,董事",人,1017094
李炜,男,54,000933,"副董事长,董事",人,1017095
齐明胜,男,55,000933,董事,人,1017096
程乐团,男,56,000933,董事,人,1017097
石洪新,男,54,000933,董事,人,1017098
严义明,男,55,000933,独立董事,人,1017099
曹胜根,男,50,000933,独立董事,人,1017100
马萍,女,54,000933,独立董事,人,1017101
翟新生,男,66,000933,独立董事,人,1017102
揭小健,男,53,000899,"董事长,董事",人,1017103
杨林,男,46,000899,"副董事长,董事",人,1017104
张惠良,男,56,000899,董事,人,1017105
何国群,男,53,000899,董事,人,1017106
唐先卿,男,54,000899,董事,人,1017107
蔡继东,男,41,000899,董事,人,1017108
孙梦蛟,男,42,000899,董事,人,1017109
熊海根,男,55,000899,独立董事,人,1017110
谢利锦,男,45,000899,独立董事,人,1017111
张梅,女,47,000899,独立董事,人,1017112
吴伯荣,男,54,000899,独立董事,人,1017113
陈信平,男,56,600990,"董事长,董事",人,1017114
何启跃,男,59,600990,董事,人,1017115
吴君祥,男,53,600990,董事,人,1017116
吴剑旗,男,52,600990,董事,人,1017117
万静龙,男,50,600990,董事,人,1017118
陈永红,男,45,600990,董事,人,1017119
刘泰康,男,64,600990,董事,人,1017120
刘振南,男,55,600990,独立董事,人,1017121
徐淑萍,女,56,600990,独立董事,人,1017122
潘立生,男,55,600990,独立董事,人,1017123
胡和水,男,56,600990,独立董事,人,1017124
刘畅,女,36,000876,"董事长,董事",人,1017125
刘永好,男,66,000876,董事,人,1017126
王航,男,46,000876,董事,人,1017127
李建雄,男,41,000876,董事,人,1017128
温铁军,男,66,000876,独立董事,人,1017129
胡智,男,54,000876,独立董事,人,1017130
邓峰,男,55,000876,独立董事,人,1017131
傅乐民,男,55,002148,"董事长,董事",人,1017132
张军,男,57,002148,董事,人,1017133
刘宁,男,51,002148,董事,人,1017134
张齐,男,54,002148,董事,人,1017135
许建国,男,55,002148,董事,人,1017136
彭伟,男,48,002148,董事,人,1017137
熊辉,男,46,002148,独立董事,人,1017138
晏小平,男,50,002148,独立董事,人,1017139
刘剑锋,男,49,002148,独立董事,人,1017140
王刚,男,58,600586,"董事长,董事",人,1017141
曹廷发,男,,600586,董事,人,1017142
孙明,女,,600586,董事,人,1017143
张明,男,,600586,董事,人,1017144
邓伟,男,,600586,董事,人,1017145
赵文波,男,57,600586,独立董事,人,1017146
王兵舰,男,42,600586,独立董事,人,1017147
李勇坚,男,43,600586,独立董事,人,1017148
路永军,男,37,600586,独立董事,人,1017149
董树林,男,64,300120,"董事长,董事",人,1017150
张国祥,男,59,300120,"副董事长,董事",人,1017151
陈建波,男,44,300120,董事,人,1017152
黄跃军,男,44,300120,董事,人,1017153
张秋凤,女,56,300120,董事,人,1017154
吕敬崑,男,31,300120,董事,人,1017155
李小平,男,52,300120,独立董事,人,1017156
娄爽,男,38,300120,独立董事,人,1017157
张世奕,男,45,300120,独立董事,人,1017158
杨寿海,男,61,000525,"董事长,董事",人,1017159
夏曙,男,45,000525,"副董事长,董事",人,1017160
张爱娟,女,40,000525,董事,人,1017161
杨春华,女,53,000525,董事,人,1017162
赵晓华,男,42,000525,董事,人,1017163
方红新,男,35,000525,董事,人,1017164
涂勇,男,44,000525,独立董事,人,1017165
黄辉,男,54,000525,独立董事,人,1017166
管亚梅,女,48,000525,独立董事,人,1017167
刘程宇,男,56,002518,"董事长,董事",人,1017168
刘玲,女,54,002518,董事,人,1017169
李春英,男,,002518,董事,人,1017170
彭建春,男,,002518,独立董事,人,1017171
陈彬海,男,,002518,独立董事,人,1017172
高毅辉,男,,002518,独立董事,人,1017173
Gerald G Wong,男,65,603083,"董事长,董事",人,1017174
赵海波,男,44,603083,董事,人,1017175
黎雄应,男,42,603083,董事,人,1017176
Roland Kwok-Wai Ho,男,58,603083,董事,人,1017177
阮志毅,男,55,603083,董事,人,1017178
何晓秋,女,44,603083,董事,人,1017179
樊利平,男,47,603083,董事,人,1017180
任远,男,36,603083,独立董事,人,1017181
吕洪仁,男,47,603083,独立董事,人,1017182
姚铮,男,61,603083,独立董事,人,1017183
褚君浩,男,73,603083,独立董事,人,1017184
汝继勇,男,45,002631,"董事长,董事",人,1017185
姚红鹏,男,40,002631,董事,人,1017186
张立新,男,50,002631,董事,人,1017187
史旭东,男,45,002631,董事,人,1017188
张颂勋,男,55,002631,独立董事,人,1017189
赵彬,男,34,002631,独立董事,人,1017190
盛绪芯,女,61,002631,独立董事,人,1017191
录大恩,男,58,600705,"董事长,董事",人,1017192
赵宏伟,男,51,600705,董事,人,1017193
刘光运,男,55,600705,董事,人,1017194
王进喜,男,50,600705,董事,人,1017195
郑强,男,55,600705,董事,人,1017196
殷醒民,男,,600705,独立董事,人,1017197
孙祁祥,女,,600705,独立董事,人,1017198
王建新,男,45,600705,独立董事,人,1017199
陈进,男,58,300209,"董事长,董事",人,1017200
薛扬,男,58,300209,董事,人,1017201
赵竟成,男,72,300209,董事,人,1017202
金薇,女,50,300209,董事,人,1017203
王全胜,男,50,300209,独立董事,人,1017204
吴建斌,男,62,300209,独立董事,人,1017205
倪慧萍,女,47,300209,独立董事,人,1017206
张忠革,男,54,002261,"董事长,董事",人,1017207
刘彦,男,58,002261,"副董事长,董事",人,1017208
王伟峰,男,40,002261,董事,人,1017209
常征,男,50,002261,董事,人,1017210
李苑,女,23,002261,董事,人,1017211
宋隽逸,男,23,002261,董事,人,1017212
游忠惠,女,56,002261,董事,人,1017213
许长龙,男,56,002261,独立董事,人,1017214
成从武,男,54,002261,独立董事,人,1017215
张跃,男,55,002261,独立董事,人,1017216
倪正东,男,44,002261,独立董事,人,1017217
张学阳,男,56,600355,"董事长,董事",人,1017218
廖胜兴,男,53,600355,董事,人,1017219
秦仓法,男,50,600355,董事,人,1017220
方力,男,49,600355,独立董事,人,1017221
郑春美,女,53,600355,独立董事,人,1017222
黄静,女,54,600355,独立董事,人,1017223
李安民,男,49,600640,"董事长,董事",人,1017224
陈之超,男,47,600640,董事,人,1017225
王国权,男,46,600640,董事,人,1017226
黄智勇,男,47,600640,董事,人,1017227
李川,男,56,600640,董事,人,1017228
芮斌,男,48,600640,董事,人,1017229
闫栋,男,46,600640,董事,人,1017230
曲列锋,男,48,600640,独立董事,人,1017231
黄艳,女,46,600640,独立董事,人,1017232
李易,男,44,600640,独立董事,人,1017233
马勇,男,42,600640,独立董事,人,1017234
沈雯,男,60,600210,"董事长,董事",人,1017235
沈臻,男,36,600210,"副董事长,董事",人,1017236
郭峰,男,60,600210,"副董事长,董事",人,1017237
陆卫达,男,56,600210,董事,人,1017238
胡兵,女,50,600210,董事,人,1017239
唐继锋,男,45,600210,董事,人,1017240
薛爽,女,47,600210,独立董事,人,1017241
黄亚钧,男,65,600210,独立董事,人,1017242
刘熀松,男,50,600210,独立董事,人,1017243
周文,男,53,002324,"董事长,董事",人,1017244
李宏,男,44,002324,"副董事长,董事",人,1017245
周武,男,51,002324,董事,人,1017246
丁巧生,男,56,002324,董事,人,1017247
魏嶷,男,69,002324,独立董事,人,1017248
尚志强,男,52,002324,独立董事,人,1017249
吴星宇,男,42,002324,独立董事,人,1017250
张亮,男,38,300462,"董事长,董事",人,1017251
蔡红梅,女,38,300462,董事,人,1017252
章烨军,男,33,300462,董事,人,1017253
谢根方,男,60,300462,董事,人,1017254
王雪,男,41,300462,独立董事,人,1017255
林清,男,39,300462,独立董事,人,1017256
曹逸倩,女,37,300462,独立董事,人,1017257
陈志江,男,51,300198,"董事长,董事",人,1017258
罗靖,男,37,300198,董事,人,1017259
肖仁建,男,50,300198,董事,人,1017260
凌玉章,男,73,300198,董事,人,1017261
朱剑林,男,54,300198,董事,人,1017262
方建华,男,53,300198,董事,人,1017263
陈岱松,男,43,300198,独立董事,人,1017264
许年行,男,40,300198,独立董事,人,1017265
邱晓华,男,,300198,独立董事,人,1017266
黄磊,男,30,300032,"董事长,董事",人,1017267
Tjoa Mui Liang,男,54,300032,董事,人,1017268
金士特,男,33,300032,董事,人,1017269
戚一统,男,31,300032,董事,人,1017270
莫云香,女,55,300032,董事,人,1017271
戴铭锋,男,53,300032,董事,人,1017272
戴辉,男,31,300032,独立董事,人,1017273
肖攀,男,31,300032,独立董事,人,1017274
黄晓亚,女,44,300032,独立董事,人,1017275
乔宏伟,男,49,000088,"董事长,董事",人,1017276
黄黎忠,男,52,000088,董事,人,1017277
徐晓阳,男,59,000088,董事,人,1017278
童亚明,男,59,000088,董事,人,1017279
栗淼,男,45,000088,董事,人,1017280
刘南安,男,55,000088,董事,人,1017281
李若山,男,69,000088,独立董事,人,1017282
黄胜蓝,男,67,000088,独立董事,人,1017283
宋萍萍,女,51,000088,独立董事,人,1017284
孙忠春,男,54,000572,"董事长,董事",人,1017285
卢国纲,男,51,000572,"副董事长,执行董事",人,1017286
肖丹,女,47,000572,执行董事,人,1017287
覃铭,男,40,000572,董事,人,1017288
张会文,男,50,000572,董事,人,1017289
蔡海雄,男,46,000572,董事,人,1017290
杜传利,男,51,000572,独立董事,人,1017291
魏建舟,男,55,000572,独立董事,人,1017292
孟兆胜,男,56,000572,独立董事,人,1017293
廖定海,男,55,300177,"董事长,董事",人,1017294
欧阳业恒,男,48,300177,董事,人,1017295
黄宏矩,男,38,300177,董事,人,1017296
廖文,男,25,300177,董事,人,1017297
徐佳,女,54,300177,独立董事,人,1017298
李卫宁,男,52,300177,独立董事,人,1017299
陆正华,女,56,300177,独立董事,人,1017300
柴琇,女,53,600882,"董事长,董事",人,1017301
白丽君,女,54,600882,董事,人,1017302
任松,男,53,600882,董事,人,1017303
陈运,男,41,600882,董事,人,1017304
祝成芳,男,45,600882,董事,人,1017305
吕厚军,男,55,600882,董事,人,1017306
孙立荣,女,62,600882,独立董事,人,1017307
苏波,男,52,600882,独立董事,人,1017308
常秋萍,女,54,600882,独立董事,人,1017309
李健,男,37,000821,"董事长,董事",人,1017310
周世荣,男,49,000821,董事,人,1017311
罗贤旭,男,55,000821,董事,人,1017312
方伟,男,42,000821,董事,人,1017313
王伟,男,50,000821,董事,人,1017314
祖国良,男,39,000821,董事,人,1017315
李德军,男,61,000821,独立董事,人,1017316
王永海,男,53,000821,独立董事,人,1017317
谭力文,男,70,000821,独立董事,人,1017318
朱寅,男,56,600302,"董事长,董事",人,1017319
赵旭,男,54,600302,董事,人,1017320
陈锦山,男,43,600302,董事,人,1017321
李鸿,男,55,600302,董事,人,1017322
杨建君,男,55,600302,独立董事,人,1017323
张禾,女,54,600302,独立董事,人,1017324
李鹏飞,男,50,600302,独立董事,人,1017325
傅利泉,男,51,002236,"董事长,董事",人,1017326
吴军,男,46,002236,"副董事长,董事",人,1017327
李柯,男,46,002236,董事,人,1017328
朱江明,男,51,002236,董事,人,1017329
陈爱玲,女,51,002236,董事,人,1017330
何超,男,59,002236,独立董事,人,1017331
王泽霞,女,53,002236,独立董事,人,1017332
黄斯颖,女,40,002236,独立董事,人,1017333
孙光裕,男,74,600752,名誉董事长,人,1017334
李东涛,男,50,600752,"董事长,董事",人,1017335
程云舟,男,57,600752,"副董事长,董事",人,1017336
郭泽鹏,男,51,600752,董事,人,1017337
陈喜斌,男,,600752,董事,人,1017338
王子谦,男,,600752,董事,人,1017339
徐咸大,男,67,002666,"董事长,董事",人,1017340
徐团华,男,39,002666,"副董事长,董事",人,1017341
徐庆芳,女,44,002666,董事,人,1017342
郭荣娜,女,37,002666,董事,人,1017343
杨樾,男,49,002666,董事,人,1017344
梁锦棋,男,46,002666,独立董事,人,1017345
匡同春,男,54,002666,独立董事,人,1017346
黄劲业,男,39,002666,独立董事,人,1017347
赵春雷,男,56,601006,"董事长,董事",人,1017348
毕守锋,男,47,601006,"副董事长,董事",人,1017349
关柏林,男,58,601006,董事,人,1017350
黄松青,男,58,601006,董事,人,1017351
田惠民,男,55,601006,董事,人,1017352
田云山,男,55,601006,董事,人,1017353
陈磊,男,46,601006,独立董事,人,1017354
李孟刚,男,51,601006,独立董事,人,1017355
杨万东,男,,601006,独立董事,人,1017356
昝志宏,男,,601006,独立董事,人,1017357
齐志勇,男,53,601006,职工董事,人,1017358
夏曙东,男,46,002373,"董事长,董事",人,1017359
张兴明,男,46,002373,董事,人,1017360
夏曙锋,男,40,002373,董事,人,1017361
屈山,男,50,002373,董事,人,1017362
尹建平,男,56,002373,董事,人,1017363
王业强,男,38,002373,董事,人,1017364
黄峰,男,48,002373,独立董事,人,1017365
陈荣根,男,47,002373,独立董事,人,1017366
慕丽娜,女,39,002373,独立董事,人,1017367
康宝华,男,65,002689,"董事长,董事",人,1017368
闫凌宇,男,40,002689,董事,人,1017369
谷云松,男,42,002689,董事,人,1017370
张楠,女,48,002689,董事,人,1017371
李峥,男,39,002689,董事,人,1017372
郑艳文,男,35,002689,董事,人,1017373
张广宁,男,46,002689,独立董事,人,1017374
吴粒,女,52,002689,独立董事,人,1017375
哈刚,男,52,002689,独立董事,人,1017376
方项,男,52,600247,"董事长,董事",人,1017377
申方文,男,54,600247,董事,人,1017378
于力,男,51,600247,董事,人,1017379
汪名骕,男,52,600247,董事,人,1017380
刘书锦,男,49,600247,独立董事,人,1017381
俞建鹰,女,63,600247,独立董事,人,1017382
宋子雄,男,38,600247,独立董事,人,1017383
陈开元,男,46,002723,"董事长,董事",人,1017384
蒋光勇,男,47,002723,"副董事长,董事",人,1017385
王德发,男,44,002723,董事,人,1017386
蔡小如,男,39,002723,董事,人,1017387
冯强,男,52,002723,独立董事,人,1017388
饶莉,女,48,002723,独立董事,人,1017389
方晓军,男,44,002723,独立董事,人,1017390
刘军,男,51,600617,"董事长,董事",人,1017391
凌人枫,男,49,600617,"副董事长,董事",人,1017392
谭晋隆,男,44,600617,董事,人,1017393
刘联涛,男,47,600617,董事,人,1017394
杜寅午,男,63,600617,董事,人,1017395
兰旭,男,52,600617,董事,人,1017396
陈钢,男,52,600617,董事,人,1017397
潘一欢,男,53,600617,独立董事,人,1017398
张康宁,男,48,600617,独立董事,人,1017399
高慧,男,36,600617,独立董事,人,1017400
丁宝山,男,55,600617,独立董事,人,1017401
陈笠宝,男,50,600178,"董事长,董事",人,1017402
宋志强,男,47,600178,董事,人,1017403
周爱琳,女,39,600178,董事,人,1017404
谢光,男,52,600178,董事,人,1017405
刘海波,男,53,600178,董事,人,1017406
王银燕,女,57,600178,独立董事,人,1017407
王洪祥,男,51,600178,独立董事,人,1017408
王福胜,男,54,600178,独立董事,人,1017409
王天然,男,75,300024,名誉董事长,人,1017410
于海斌,男,54,300024,"董事长,董事",人,1017411
曲道奎,男,57,300024,"副董事长,董事",人,1017412
王宏玉,男,52,300024,董事,人,1017413
史泽林,男,53,300024,董事,人,1017414
梁波,男,53,300024,董事,人,1017415
赵庆党,男,54,300024,董事,人,1017416
宋廷锋,男,50,300024,独立董事,人,1017417
朱向阳,男,53,300024,独立董事,人,1017418
胡天龙,男,41,300024,独立董事,人,1017419
何纪武,男,54,600482,"董事长,董事",人,1017420
刘宝生,男,61,600482,董事,人,1017421
童小川,男,55,600482,董事,人,1017422
金焘,男,54,600482,董事,人,1017423
张德林,男,56,600482,董事,人,1017424
华伟,男,61,600482,董事,人,1017425
张元杰,男,50,600482,独立董事,人,1017426
高名湘,男,66,600482,独立董事,人,1017427
张华民,男,63,600482,独立董事,人,1017428
易铁军,男,55,600528,"董事长,董事",人,1017429
黄振宇,男,56,600528,"副董事长,董事",人,1017430
李建斌,男,55,600528,董事,人,1017431
沈平,男,58,600528,董事,人,1017432
金盛华,男,60,600528,独立董事,人,1017433
杨华勇,男,56,600528,独立董事,人,1017434
陈基华,男,49,600528,独立董事,人,1017435
郑兴平,男,60,600528,职工董事,人,1017436
潘明,男,55,000421,"董事长,董事",人,1017437
尹小峰,男,44,000421,董事,人,1017438
张冉玮,女,52,000421,董事,人,1017439
纪伟毅,男,52,000421,董事,人,1017440
杨国平,男,62,000421,董事,人,1017441
戴克勤,男,60,000421,独立董事,人,1017442
李东,男,57,000421,独立董事,人,1017443
耿成轩,女,53,000421,独立董事,人,1017444
叶兴明,男,54,000421,职工董事,人,1017445
李豫,男,49,000972,"董事长,董事",人,1017446
罗琼,女,44,000972,董事,人,1017447
党延武,男,56,000972,董事,人,1017448
王道君,男,56,000972,董事,人,1017449
王以胜,男,54,000972,董事,人,1017450
杨梅,女,47,000972,董事,人,1017451
姚波,男,47,000972,独立董事,人,1017452
谷莉,女,49,000972,独立董事,人,1017453
占磊,男,51,000972,独立董事,人,1017454
杨卫新,男,57,601339,"董事长,董事",人,1017455
杨卫国,男,63,601339,"副董事长,董事",人,1017456
潘虹,女,56,601339,董事,人,1017457
卫国,男,55,601339,董事,人,1017458
曹燕春,男,62,601339,董事,人,1017459
韩共进,男,61,601339,董事,人,1017460
赵如冰,男,62,601339,独立董事,人,1017461
包新民,男,48,601339,独立董事,人,1017462
钱亚斌,男,58,601339,独立董事,人,1017463
龙兴元,男,56,000837,"董事长,董事",人,1017464
胡弘,男,59,000837,董事,人,1017465
贺伟轩,男,55,000837,董事,人,1017466
李强,男,54,000837,董事,人,1017467
刘平安,男,33,000837,董事,人,1017468
刘劲,男,48,000837,独立董事,人,1017469
吴晓光,女,61,000837,独立董事,人,1017470
赵万华,男,53,000837,独立董事,人,1017471
王怀科,男,56,000837,职工董事,人,1017472
丁毅,男,66,603611,"董事长,董事",人,1017473
毛英,女,42,603611,董事,人,1017474
张科,男,47,603611,董事,人,1017475
丁韫潞,男,36,603611,董事,人,1017476
周荣新,男,44,603611,董事,人,1017477
周学军,男,56,603611,董事,人,1017478
王新华,男,52,603611,董事,人,1017479
谭建荣,男,64,603611,独立董事,人,1017480
刘裕龙,男,55,603611,独立董事,人,1017481
邹峻,男,47,603611,独立董事,人,1017482
陆大明,男,65,603611,独立董事,人,1017483
蔡瑞雄,男,51,600894,"董事长,董事",人,1017484
景广军,男,46,600894,"副董事长,董事",人,1017485
蒙锦昌,男,56,600894,"副董事长,董事",人,1017486
王福铸,男,46,600894,董事,人,1017487
黄双全,男,54,600894,董事,人,1017488
江常开,男,65,600894,董事,人,1017489
苏祖耀,男,55,600894,董事,人,1017490
汤胜,男,42,600894,独立董事,人,1017491
王鸿茂,男,59,600894,独立董事,人,1017492
廖锐浩,男,55,600894,独立董事,人,1017493
叶广宇,男,50,600894,独立董事,人,1017494
陈吉红,男,53,300161,"董事长,董事",人,1017495
田茂胜,男,38,300161,董事,人,1017496
朱志红,男,54,300161,董事,人,1017497
熊清平,男,53,300161,董事,人,1017498
王晓北,男,43,300161,董事,人,1017499
武明飞,男,40,300161,董事,人,1017500
王典洪,男,61,300161,独立董事,人,1017501
朱永平,男,53,300161,独立董事,人,1017502
杨鹏,男,42,300161,独立董事,人,1017503
陈团柱,男,59,002109,"董事长,董事",人,1017504
王颖,男,56,002109,董事,人,1017505
席永生,男,53,002109,董事,人,1017506
石磊,男,47,002109,董事,人,1017507
赵剑博,男,60,002109,董事,人,1017508
赵波,男,52,002109,董事,人,1017509
杨为乔,男,48,002109,独立董事,人,1017510
淡勇,男,57,002109,独立董事,人,1017511
徐秉惠,男,,002109,独立董事,人,1017512
陈智,男,52,600197,"董事长,董事",人,1017513
陈双英,男,53,600197,董事,人,1017514
刘新宇,男,54,600197,董事,人,1017515
姜方基,男,61,600197,独立董事,人,1017516
陈建国,男,55,600197,独立董事,人,1017517
朱明,男,50,600197,独立董事,人,1017518
冷志斌,男,49,002559,"董事长,董事",人,1017519
施金霞,女,53,002559,"副董事长,董事",人,1017520
朱鹏程,男,50,002559,董事,人,1017521
潘恩海,男,49,002559,董事,人,1017522
吉素琴,女,66,002559,董事,人,1017523
孙峰,男,35,002559,董事,人,1017524
楼佩煌,男,56,002559,独立董事,人,1017525
涂振连,男,46,002559,独立董事,人,1017526
